State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
IL,Winnebago,36758,3937,10.71,CVS Health (Aetna),18708,50.9,Humana,7790,21.19,"ZING HEALTH OF MICHIGAN, INC.",1527.0,4.15,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1478.0,4.02
IL,Woodford,3142,256,8.15,Humana,1218,38.77,CVS Health (Aetna),962,30.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,282.0,8.98,"HEALTH ALLIANCE CONNECT, INC.",213.0,6.78
IN,Adams,3025,385,12.73,Humana,892,29.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,862,28.5,CVS Health (Aetna),424.0,14.02,"HEALTHKEEPERS, INC.",361.0,11.93
IN,Allen,48570,7822,16.1,Humana,13790,28.39,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,11488,23.65,CVS Health (Aetna),6589.0,13.57,"HEALTHKEEPERS, INC.",6515.0,13.41
IN,Bartholomew,7659,1774,23.16,Humana,2907,37.96,"HEALTHKEEPERS, INC.",1339,17.48,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,607.0,7.93,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC.",413.0,5.39
IN,Benton,862,232,26.91,Humana,286,33.18,"HEALTHKEEPERS, INC.",138,16.01,"HealthKeepers, Inc.",61.0,7.08,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,53.0,6.15
IN,Blackford,1616,383,23.7,Humana,374,23.14,"HEALTHKEEPERS, INC.",290,17.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,197.0,12.19,"HealthKeepers, Inc.",107.0,6.62
IN,Boone,6446,1670,25.91,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1272,19.73,Humana,1216,18.86,"HEALTHKEEPERS, INC.",784.0,12.16,CVS Health (Aetna),500.0,7.76
IN,Brown,2209,493,22.32,Humana,611,27.66,"HEALTHKEEPERS, INC.",322,14.58,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,244.0,11.05,"HealthKeepers, Inc.",206.0,9.33
IN,Carroll,2025,534,26.37,Humana,507,25.04,"HEALTHKEEPERS, INC.",306,15.11,"HealthKeepers, Inc.",201.0,9.93,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,178.0,8.79
IN,Cass,4049,756,18.67,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1018,25.14,Humana,850,20.99,"HEALTHKEEPERS, INC.",684.0,16.89,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,221.0,5.46
IN,Clark,12339,1747,14.16,Humana,4852,39.32,"HEALTHKEEPERS, INC.",3301,26.75,Elevance Health (Anthem),611.0,4.95,CVS Health (Aetna),490.0,3.97
IN,Clay,3069,674,21.96,"HEALTHKEEPERS, INC.",683,22.25,Humana,652,21.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,393.0,12.81,CVS Health (Aetna),200.0,6.52
IN,Clinton,3896,1513,38.83,Humana,867,22.25,"HEALTHKEEPERS, INC.",420,10.78,"HealthKeepers, Inc.",400.0,10.27,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,278.0,7.14
IN,Crawford,1481,279,18.84,"HEALTHKEEPERS, INC.",469,31.67,Humana,378,25.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,99.0,6.68,Elevance Health (Anthem),98.0,6.62
IN,Daviess,1721,373,21.67,Humana,558,32.42,"HEALTHKEEPERS, INC.",388,22.55,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,121.0,7.03,CVS Health (Aetna),111.0,6.45
IN,DeKalb,6608,1118,16.92,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2291,34.67,Humana,1983,30.01,"HEALTHKEEPERS, INC.",737.0,11.15,CVS Health (Aetna),186.0,2.81
IN,Dearborn,5883,1120,19.04,Humana,1806,30.7,"HEALTHKEEPERS, INC.",1516,25.77,CVS Health (Aetna),423.0,7.19,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,374.0,6.36
IN,Decatur,2884,729,25.28,Humana,789,27.36,"HEALTHKEEPERS, INC.",756,26.21,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,258.0,8.95,Elevance Health (Anthem),88.0,3.05
IN,Delaware,13110,2887,22.02,Humana,3838,29.28,"HEALTHKEEPERS, INC.",1752,13.36,"HealthKeepers, Inc.",1623.0,12.38,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,916.0,6.99
IN,Dubois,2465,542,21.99,Humana,790,32.05,"HEALTHKEEPERS, INC.",388,15.74,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,379.0,15.38,Elevance Health (Anthem),128.0,5.19
IN,Elkhart,19699,2338,11.87,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,5974,30.33,Humana,5898,29.94,"HEALTHKEEPERS, INC.",2749.0,13.96,CVS Health (Aetna),788.0,4.0
IN,Fayette,3004,851,28.33,"HEALTHKEEPERS, INC.",1205,40.11,Humana,373,12.42,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,255.0,8.49,Elevance Health (Anthem),133.0,4.43
IN,Floyd,7527,1190,15.81,"HEALTHKEEPERS, INC.",2315,30.76,Humana,2198,29.2,CVS Health (Aetna),476.0,6.32,Elevance Health (Anthem),461.0,6.12
IN,Fountain,1928,597,30.96,Humana,414,21.47,"HEALTHKEEPERS, INC.",337,17.48,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,228.0,11.83,CVS Health (Aetna),139.0,7.21
IN,Franklin,2542,587,23.09,"HEALTHKEEPERS, INC.",723,28.44,Humana,470,18.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,237.0,9.32,Elevance Health (Anthem),236.0,9.28
IN,Fulton,2749,430,15.64,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1149,41.8,Humana,481,17.5,"HEALTHKEEPERS, INC.",410.0,14.91,Elevance Health (Anthem),85.0,3.09
IN,Gibson,3253,596,18.32,Humana,952,29.27,"HEALTHKEEPERS, INC.",582,17.89,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,358.0,11.01,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,313.0,9.62
IN,Grant,8390,1903,22.68,Humana,2014,24.0,"HEALTHKEEPERS, INC.",1697,20.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1036.0,12.35,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,732.0,8.72
IN,Greene,3459,737,21.31,Humana,853,24.66,"HEALTHKEEPERS, INC.",658,19.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,361.0,10.44,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,221.0,6.39
IN,Hamilton,26733,5837,21.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,5308,19.86,Humana,4967,18.58,"HEALTHKEEPERS, INC.",2925.0,10.94,CVS Health (Aetna),2442.0,9.13
IN,Hancock,9517,2469,25.94,Humana,2257,23.72,"HEALTHKEEPERS, INC.",1276,13.41,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1208.0,12.69,CVS Health (Aetna),545.0,5.73
IN,Harrison,4330,697,16.1,"HEALTHKEEPERS, INC.",1396,32.24,Humana,1197,27.64,Elevance Health (Anthem),289.0,6.67,CVS Health (Aetna),225.0,5.2
IN,Hendricks,17052,4180,24.51,Humana,3253,19.08,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3251,19.07,"HEALTHKEEPERS, INC.",1928.0,11.31,"HealthKeepers, Inc.",1291.0,7.57
IN,Henry,6415,1742,27.16,Humana,1374,21.42,"HEALTHKEEPERS, INC.",1059,16.51,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,868.0,13.53,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,510.0,7.95
IN,Howard,10641,2854,26.82,Humana,2349,22.07,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,2058,19.34,"HEALTHKEEPERS, INC.",1409.0,13.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,696.0,6.54
IN,Huntington,5796,956,16.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1710,29.5,Humana,1402,24.19,CVS Health (Aetna),703.0,12.13,"HEALTHKEEPERS, INC.",660.0,11.39
IN,Jackson,5658,928,16.4,Humana,2037,36.0,"HEALTHKEEPERS, INC.",1326,23.44,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC.",697.0,12.32,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,224.0,3.96
IN,Jasper,3099,552,17.81,Humana,687,22.17,Elevance Health (Anthem),489,15.78,"HEALTHKEEPERS, INC.",437.0,14.1,CVS Health (Aetna),436.0,14.07
IN,Jay,2309,500,21.65,"HEALTHKEEPERS, INC.",554,23.99,Humana,436,18.88,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,432.0,18.71,"HealthKeepers, Inc.",185.0,8.01
IN,Jefferson,3494,663,18.98,"HEALTHKEEPERS, INC.",1146,32.8,Humana,790,22.61,CVS Health (Aetna),318.0,9.1,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,232.0,6.64
IN,Jennings,3546,687,19.37,"HEALTHKEEPERS, INC.",1116,31.47,Humana,1071,30.2,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC.",169.0,4.77,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,149.0,4.2
IN,Johnson,16644,4662,28.01,Humana,3748,22.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2598,15.61,"HEALTHKEEPERS, INC.",2422.0,14.55,"HealthKeepers, Inc.",693.0,4.16
IN,Knox,2814,643,22.85,Humana,839,29.82,"HEALTHKEEPERS, INC.",572,20.33,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,261.0,9.28,CVS Health (Aetna),199.0,7.07
IN,Kosciusko,10832,1288,11.89,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,4207,38.84,Humana,2383,22.0,"HEALTHKEEPERS, INC.",1716.0,15.84,Elevance Health (Anthem),471.0,4.35
IN,La Porte,11176,1822,16.3,Humana,3163,28.3,"HEALTHKEEPERS, INC.",1694,15.16,Elevance Health (Anthem),1628.0,14.57,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1321.0,11.82
IN,Lagrange,3503,627,17.9,Humana,1076,30.72,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1056,30.15,"HEALTHKEEPERS, INC.",378.0,10.79,Elevance Health (Anthem),112.0,3.2
IN,Lake,47791,8033,16.81,Humana,9270,19.4,Elevance Health (Anthem),9093,19.03,"HEALTHKEEPERS, INC.",6814.0,14.26,CVS Health (Aetna),6431.0,13.46
IN,Lawrence,5772,1415,24.51,Humana,1438,24.91,"HealthKeepers, Inc.",1045,18.1,"HEALTHKEEPERS, INC.",786.0,13.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,293.0,5.08
IN,Madison,18878,4593,24.33,Humana,4517,23.93,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,2835,15.02,"HEALTHKEEPERS, INC.",2616.0,13.86,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1804.0,9.56
IN,Marion,90686,21303,23.49,Humana,25399,28.01,"HEALTHKEEPERS, INC.",15733,17.35,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,9364.0,10.33,"HealthKeepers, Inc.",4939.0,5.45
IN,Marshall,6013,771,12.82,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2603,43.29,Humana,930,15.47,"HEALTHKEEPERS, INC.",885.0,14.72,Elevance Health (Anthem),235.0,3.91
IN,Martin,806,222,27.54,Humana,231,28.66,"HEALTHKEEPERS, INC.",213,26.43,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,72.0,8.93,CVS Health (Aetna),24.0,2.98
IN,Miami,3843,759,19.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,992,25.81,Humana,868,22.59,"HEALTHKEEPERS, INC.",572.0,14.88,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,281.0,7.31
IN,Monroe,9759,2081,21.32,Humana,2406,24.65,"HealthKeepers, Inc.",1986,20.35,"HEALTHKEEPERS, INC.",1232.0,12.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,880.0,9.02
IN,Montgomery,4465,1266,28.35,Humana,1230,27.55,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,725,16.24,"HEALTHKEEPERS, INC.",660.0,14.78,CVS Health (Aetna),338.0,7.57
IN,Morgan,9859,2277,23.1,Humana,2444,24.79,"HEALTHKEEPERS, INC.",1568,15.9,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1266.0,12.84,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,570.0,5.78
IN,Newton,1340,267,19.93,Humana,345,25.75,"HEALTHKEEPERS, INC.",233,17.39,Elevance Health (Anthem),186.0,13.88,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,126.0,9.4
IN,Noble,6531,1328,20.33,Humana,1907,29.2,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1695,25.95,"HEALTHKEEPERS, INC.",797.0,12.2,CVS Health (Aetna),528.0,8.08
IN,Ohio,877,139,15.85,Humana,288,32.84,"HEALTHKEEPERS, INC.",263,29.99,CVS Health (Aetna),74.0,8.44,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,56.0,6.39
IN,Orange,2311,535,23.15,"HEALTHKEEPERS, INC.",567,24.53,Humana,526,22.76,"HealthKeepers, Inc.",319.0,13.8,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,121.0,5.24
IN,Owen,2965,605,20.4,Humana,770,25.97,"HEALTHKEEPERS, INC.",498,16.8,"HealthKeepers, Inc.",357.0,12.04,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,276.0,9.31
IN,Parke,1925,544,28.26,Humana,388,20.16,"HEALTHKEEPERS, INC.",365,18.96,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,289.0,15.01,CVS Health (Aetna),92.0,4.78
IN,Perry,1991,433,21.75,Humana,573,28.78,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,390,19.59,"HEALTHKEEPERS, INC.",348.0,17.48,Elevance Health (Anthem),86.0,4.32
IN,Pike,1383,279,20.17,Humana,395,28.56,"HEALTHKEEPERS, INC.",233,16.85,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,195.0,14.1,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,108.0,7.81
IN,Porter,15876,2120,13.35,Elevance Health (Anthem),3704,23.33,CVS Health (Aetna),2967,18.69,Humana,2473.0,15.58,"HEALTHKEEPERS, INC.",1680.0,10.58
IN,Posey,2448,586,23.94,Humana,637,26.02,"HEALTHKEEPERS, INC.",317,12.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,296.0,12.09,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC.",282.0,11.52
IN,Pulaski,1424,319,22.4,Humana,320,22.47,"HEALTHKEEPERS, INC.",281,19.73,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,217.0,15.24,Elevance Health (Anthem),124.0,8.71
IN,Putnam,4407,1157,26.25,Humana,995,22.58,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,794,18.02,"HEALTHKEEPERS, INC.",754.0,17.11,CVS Health (Aetna),237.0,5.38
IN,Randolph,2579,710,27.53,Humana,546,21.17,"HEALTHKEEPERS, INC.",542,21.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,243.0,9.42,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,118.0,4.58
IN,Ripley,3506,601,17.14,"HEALTHKEEPERS, INC.",1157,33.0,Humana,1010,28.81,Elevance Health (Anthem),232.0,6.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,199.0,5.68
IN,Rush,1822,575,31.56,Humana,417,22.89,"HEALTHKEEPERS, INC.",405,22.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,202.0,11.09,Elevance Health (Anthem),69.0,3.79
IN,Scott,3160,468,14.81,"HEALTHKEEPERS, INC.",1256,39.75,Humana,900,28.48,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,165.0,5.22,COMMUNITY INSURANCE COMPANY,115.0,3.64
IN,Shelby,6034,2494,41.33,Humana,1411,23.38,"HEALTHKEEPERS, INC.",961,15.93,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,412.0,6.83,CVS Health (Aetna),211.0,3.5
IN,Spencer,2210,384,17.38,Humana,845,38.24,"HEALTHKEEPERS, INC.",331,14.98,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,251.0,11.36,CVS Health (Aetna),167.0,7.56
IN,St. Joseph,29268,4448,15.2,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,10379,35.46,Humana,5811,19.85,"HEALTHKEEPERS, INC.",4150.0,14.18,CVS Health (Aetna),1352.0,4.62
IN,Starke,3065,563,18.37,Humana,664,21.66,"HEALTHKEEPERS, INC.",652,21.27,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,385.0,12.56,Elevance Health (Anthem),318.0,10.38
IN,Steuben,5777,769,13.31,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2331,40.35,Humana,1253,21.69,"HEALTHKEEPERS, INC.",820.0,14.19,CVS Health (Aetna),186.0,3.22
IN,Sullivan,2038,486,23.85,"HEALTHKEEPERS, INC.",432,21.2,Humana,409,20.07,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,194.0,9.52,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,140.0,6.87
IN,Switzerland,1158,238,20.55,Humana,358,30.92,"HEALTHKEEPERS, INC.",336,29.02,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,60.0,5.18,Elevance Health (Anthem),48.0,4.15
IN,Tippecanoe,12457,3290,26.41,Humana,3460,27.78,"HealthKeepers, Inc.",1723,13.83,"HEALTHKEEPERS, INC.",1586.0,12.73,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,955.0,7.67
IN,Tipton,1750,479,27.37,"HEALTHKEEPERS, INC.",307,17.54,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,294,16.8,Humana,274.0,15.66,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,145.0,8.29
IN,Union,767,163,21.25,"HEALTHKEEPERS, INC.",214,27.9,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,168,21.9,Humana,122.0,15.91,Elevance Health (Anthem),45.0,5.87
IN,Vanderburgh,18969,4140,21.83,Humana,5531,29.16,"HEALTHKEEPERS, INC.",3144,16.57,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2116.0,11.16,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC.",1343.0,7.08
IN,Vermillion,1796,478,26.61,Humana,469,26.11,"HEALTHKEEPERS, INC.",317,17.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,205.0,11.41,CVS Health (Aetna),105.0,5.85
IN,Vigo,10770,2502,23.23,"HEALTHKEEPERS, INC.",2805,26.04,Humana,2674,24.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1043.0,9.68,Elevance Health (Anthem),538.0,5.0
IN,Wabash,4664,997,21.38,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1546,33.15,Humana,834,17.88,"HEALTHKEEPERS, INC.",678.0,14.54,CVS Health (Aetna),234.0,5.02
IN,Warren,750,215,28.67,Humana,211,28.13,"HEALTHKEEPERS, INC.",117,15.6,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,72.0,9.6,CVS Health (Aetna),67.0,8.93
IN,Warrick,6672,1226,18.38,Humana,2243,33.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,829,12.43,"HEALTHKEEPERS, INC.",711.0,10.66,CVS Health (Aetna),421.0,6.31
IN,Washington,3279,444,13.54,"HEALTHKEEPERS, INC.",1244,37.94,Humana,945,28.82,Elevance Health (Anthem),178.0,5.43,COMMUNITY INSURANCE COMPANY,148.0,4.51
IN,Wayne,6559,2029,30.93,"HEALTHKEEPERS, INC.",2215,33.77,Humana,759,11.57,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,531.0,8.1,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,397.0,6.05
IN,Wells,3700,498,13.46,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1580,42.7,Humana,814,22.0,"HEALTHKEEPERS, INC.",447.0,12.08,CVS Health (Aetna),148.0,4.0
IN,White,2708,692,25.55,Humana,613,22.64,"HEALTHKEEPERS, INC.",467,17.25,"HealthKeepers, Inc.",291.0,10.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,233.0,8.6
IN,Whitley,5813,1090,18.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1617,27.82,Humana,1430,24.6,CVS Health (Aetna),828.0,14.24,"HEALTHKEEPERS, INC.",506.0,8.7
KS,Allen,884,270,30.54,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,233,26.36,CVS Health (Aetna),188,21.27,Humana,149.0,16.86,"SUNFLOWER STATE HEALTH PLAN, INC.",28.0,3.17
KS,Anderson,555,141,25.41,CVS Health (Aetna),169,30.45,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,129,23.24,Humana,101.0,18.2,"SUNFLOWER STATE HEALTH PLAN, INC.",15.0,2.7
KS,Atchison,1118,343,30.68,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,291,26.03,CVS Health (Aetna),250,22.36,Humana,179.0,16.01,"MISSOURI CARE, INCORPORATED",19.0,1.7
KS,Barber,120,61,50.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,59,49.17,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
KS,Barton,829,43,5.19,Humana,786,94.81,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
KS,Bourbon,1501,293,19.52,CVS Health (Aetna),528,35.18,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,349,23.25,Humana,193.0,12.86,"SUNFLOWER STATE HEALTH PLAN, INC.",77.0,5.13
KS,Brown,503,166,33.0,Humana,161,32.01,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,109,21.67,"SUNFLOWER STATE HEALTH PLAN, INC.",34.0,6.76,CVS Health (Aetna),18.0,3.58
KS,Butler,5670,1400,24.69,CVS Health (Aetna),1949,34.37,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,897,15.82,Humana,727.0,12.82,"BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC.",305.0,5.38
KS,Chase,86,14,16.28,CVS Health (Aetna),46,53.49,Humana,26,30.23,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
KS,Chautauqua,162,46,28.4,CVS Health (Aetna),60,37.04,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,56,34.57,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
KS,Cherokee,2032,476,23.43,CVS Health (Aetna),594,29.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,413,20.32,Humana,318.0,15.65,"SUNFLOWER STATE HEALTH PLAN, INC.",161.0,7.92
KS,Cheyenne,66,11,16.67,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,55,83.33,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
KS,Clay,167,33,19.76,Humana,79,47.31,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,55,32.93,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
KS,Cloud,289,136,47.06,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,139,48.1,CVS Health (Aetna),14,4.84,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
KS,Coffey,505,21,4.16,CVS Health (Aetna),205,40.59,Humana,178,35.25,"BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC.",65.0,12.87,"SUNFLOWER STATE HEALTH PLAN, INC.",36.0,7.13
KS,Cowley,2361,659,27.91,CVS Health (Aetna),647,27.4,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,486,20.58,Humana,288.0,12.2,"SUNFLOWER STATE HEALTH PLAN, INC.",99.0,4.19
KS,Crawford,2932,701,23.91,CVS Health (Aetna),719,24.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,707,24.11,Humana,430.0,14.67,"SUNFLOWER STATE HEALTH PLAN, INC.",219.0,7.47
KS,Decatur,60,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,60,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
KS,Dickinson,856,195,22.78,Humana,317,37.03,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,118,13.79,CVS Health (Aetna),109.0,12.73,"BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC.",46.0,5.37
KS,Doniphan,364,112,30.77,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,114,31.32,CVS Health (Aetna),84,23.08,Humana,54.0,14.84,ALIGNMENT HEALTH PLAN,0.0,0.0
